customer_id,total_orders,avg_order_value,last_order_value,days_since_last_purchase,days_between_orders_avg,sku_diversity,return_rate,churned
273,4,506.24,384.24,95,96.5,4,0.089,1
274,4,811.73,716.25,26,77.5,4,0.199,0
275,7,940.53,1030.52,249,96.4,4,0.056,0
276,1,771.83,1073.55,90,86.0,1,0.043,0
277,4,553.93,617.18,188,89.8,2,0.033,1
278,2,851.54,973.32,60,31.9,2,0.091,0
279,4,799.82,782.58,6,140.3,2,0.162,0
280,3,665.39,735.42,19,124.5,2,0.311,0
281,7,630.96,359.92,118,79.8,4,0.027,0
282,4,799.12,683.75,222,82.9,4,0.024,0
283,3,563.4,642.68,0,91.1,3,0.097,0
284,5,730.28,835.67,261,96.2,5,0.051,0
285,7,879.8,784.19,43,39.6,7,0.049,0
286,3,927.98,685.15,74,65.5,3,0.007,0
287,3,621.2,612.38,91,28.8,3,0.107,0
288,3,461.99,421.85,41,147.8,1,0.22,0
289,4,593.91,705.64,90,65.6,4,0.239,0
290,6,822.46,938.15,32,2.3,3,0.063,0
291,5,588.88,771.32,10,86.6,5,0.16,0
292,1,862.41,1053.94,79,365.0,1,0.021,0
293,2,588.56,556.3,27,301.1,2,0.048,0
294,6,616.4,659.38,58,33.8,6,0.095,0
295,2,674.07,948.34,108,293.9,2,0.417,0
296,4,841.69,774.29,59,124.2,4,0.092,0
297,5,462.46,478.64,17,57.7,1,0.044,0
298,2,742.0,741.35,18,267.4,2,0.084,0
299,3,739.31,741.77,13,85.5,2,0.087,0
300,5,551.29,454.91,10,55.5,5,0.046,0
301,6,753.41,950.57,27,29.0,3,0.137,0
302,3,673.01,549.56,0,195.2,3,0.081,0
303,5,530.32,727.39,5,26.9,5,0.177,0
304,2,688.91,914.69,91,241.8,2,0.126,0
305,3,543.66,570.94,24,162.8,3,0.061,0
306,4,603.93,604.61,31,37.2,4,0.039,0
307,4,831.99,702.71,44,143.2,4,0.054,0
308,2,653.19,662.46,5,68.2,2,0.095,0
309,4,828.92,1007.98,25,50.3,4,0.358,0
310,3,676.46,583.89,179,215.0,3,0.176,0
311,4,555.6,718.72,42,20.4,4,0.209,0
312,7,771.99,930.25,14,81.7,7,0.054,0
313,5,784.02,767.39,19,127.0,4,0.155,0
314,5,515.43,597.5,227,47.6,5,0.01,1
315,6,870.36,711.5,12,18.5,1,0.112,0
316,3,928.13,909.01,58,24.1,3,0.044,0
317,4,794.0,1146.06,8,48.4,4,0.115,0
318,2,711.61,881.55,298,277.1,2,0.149,0
319,3,1001.75,1101.59,84,222.3,2,0.014,0
320,5,780.86,791.63,84,111.3,3,0.048,0
321,5,729.58,718.75,25,98.6,5,0.011,0
322,7,954.98,949.49,164,69.4,5,0.037,0
323,5,940.4,794.88,79,80.8,5,0.02,0
324,5,484.12,547.26,101,66.1,1,0.016,1
325,3,624.37,754.79,97,210.1,3,0.294,0
326,3,787.85,748.12,16,145.1,3,0.359,0
327,3,884.1,966.75,215,82.5,3,0.011,0
328,4,525.17,448.74,20,145.5,4,0.035,0
329,8,836.18,825.02,22,37.6,8,0.123,0
330,4,639.31,531.11,113,159.7,3,0.062,0
331,4,807.62,770.96,10,141.1,1,0.093,0
332,5,614.95,629.64,243,98.1,1,0.064,0
333,3,350.07,392.38,15,166.1,3,0.033,0
334,2,434.33,381.11,106,43.1,2,0.099,0
335,3,531.09,581.67,120,224.7,3,0.025,0
336,7,611.27,494.35,86,97.9,4,0.022,0
337,2,698.92,743.25,81,129.1,2,0.105,0
338,2,622.36,897.57,69,229.4,2,0.096,0
339,1,692.89,641.43,684,365.0,1,0.002,0
340,4,625.54,458.68,165,44.0,4,0.04,0
341,2,699.3,824.7,95,81.0,2,0.034,0
342,5,839.6,887.63,18,47.9,1,0.053,0
343,3,697.75,761.72,265,225.5,3,0.029,0
344,3,781.13,979.83,125,188.1,3,0.006,0
345,3,807.15,692.42,17,29.2,3,0.172,0
346,6,676.32,584.18,16,38.8,6,0.073,0
347,4,431.37,478.36,80,110.3,3,0.294,0
348,6,737.9,891.33,56,110.9,6,0.008,0
349,5,598.89,627.31,47,81.1,2,0.061,0
350,2,829.36,817.51,74,46.7,2,0.182,0
351,4,904.85,963.26,19,4.8,3,0.104,0
352,1,661.37,758.4,53,192.1,1,0.091,0
353,3,724.59,514.75,81,74.4,3,0.154,0
354,5,800.18,641.72,5,122.3,2,0.04,0
355,3,578.07,567.8,52,83.3,3,0.014,0
356,3,701.38,798.19,28,4.0,3,0.027,0
357,6,467.87,671.07,15,42.2,4,0.033,0
358,4,856.65,837.22,16,73.0,4,0.227,0
359,3,952.91,999.66,18,32.1,1,0.096,0
360,1,714.99,619.89,31,145.4,1,0.06,0
361,5,587.23,664.41,42,123.0,5,0.081,0
362,3,739.23,576.9,12,197.3,3,0.541,0
363,8,508.77,507.6,148,73.4,1,0.082,1
364,5,634.61,514.03,37,8.0,5,0.06,0
365,4,637.27,368.04,72,177.6,1,0.142,0
366,3,621.74,956.71,28,90.2,1,0.028,0
367,2,732.88,850.42,290,223.8,2,0.0,0
368,4,765.09,888.86,181,151.4,2,0.081,0
369,6,702.14,829.78,2,101.8,5,0.021,0
370,2,835.14,1073.16,189,151.9,2,0.042,0
371,7,758.55,783.19,14,100.4,6,0.084,0
372,2,625.89,734.57,116,194.4,2,0.113,0
373,1,683.8,615.35,209,206.7,1,0.001,0
374,7,687.87,664.17,195,90.4,5,0.144,0
375,5,642.51,445.26,18,138.6,4,0.326,0
376,3,776.45,807.81,241,71.8,3,0.089,0
377,6,380.28,339.97,5,91.4,6,0.112,0
378,4,704.82,686.05,246,56.5,4,0.345,0
379,4,746.4,870.17,152,132.0,4,0.077,0
380,3,789.86,837.58,175,67.9,3,0.057,0
381,2,866.25,1044.71,65,53.6,2,0.112,0
382,4,678.9,598.68,290,161.4,4,0.114,0
383,5,824.76,887.75,153,95.2,5,0.126,0
384,5,791.58,690.34,35,132.8,1,0.012,0
385,7,739.64,713.59,29,82.5,5,0.095,0
386,2,491.29,461.18,62,33.2,2,0.147,0
387,3,863.57,688.47,106,182.7,3,0.055,0
388,3,714.45,655.46,24,154.9,3,0.003,0
389,7,662.19,738.67,40,74.2,6,0.084,0
390,4,526.45,430.02,7,94.7,4,0.025,0
391,5,333.38,289.11,39,124.2,2,0.086,0
392,4,985.34,1230.43,113,42.8,4,0.165,0
393,4,746.03,957.58,91,180.3,1,0.004,0
394,6,533.95,622.81,30,11.2,1,0.022,0
395,3,510.9,685.42,35,115.0,2,0.301,0
396,5,658.2,837.84,35,113.7,5,0.019,0
397,4,821.21,806.68,7,21.3,4,0.247,0
398,5,794.68,1110.82,26,111.9,1,0.014,0
399,3,802.29,1052.53,98,36.4,3,0.252,0
400,4,566.89,558.68,20,2.7,2,0.004,0
401,1,673.17,707.0,26,123.6,1,0.247,0
402,6,719.06,623.88,149,45.1,6,0.301,0
403,4,691.49,678.25,27,62.0,1,0.229,0
404,4,781.88,538.81,29,98.1,4,0.008,0
405,3,936.05,826.26,55,22.6,1,0.058,0
406,2,731.56,847.71,91,275.8,2,0.003,0
407,7,612.27,486.84,14,23.2,5,0.038,0
408,3,482.08,451.88,97,139.6,3,0.066,0
409,6,726.38,807.52,95,88.7,6,0.003,0
410,6,601.05,566.24,53,8.9,6,0.008,0
411,2,764.29,940.31,325,329.0,2,0.02,0
412,8,754.7,935.37,312,77.0,1,0.192,0
413,5,934.53,819.03,67,57.0,4,0.147,0
414,4,732.07,668.1,370,97.1,4,0.161,0
415,7,768.34,775.24,74,74.3,1,0.188,0
416,6,601.71,521.68,60,34.4,6,0.038,0
417,4,485.17,643.7,209,127.9,4,0.011,1
418,3,861.17,790.14,407,154.9,3,0.088,0
419,2,880.98,1041.47,567,283.1,2,0.08,0
420,4,650.39,455.63,69,14.5,4,0.016,0
421,2,409.91,346.55,95,275.2,2,0.005,0
422,3,904.13,707.87,42,130.2,3,0.318,0
423,3,878.23,659.69,97,169.0,3,0.03,0
424,3,682.49,612.01,113,38.5,3,0.008,0
425,3,860.32,923.55,3,79.9,3,0.103,0
426,1,693.85,906.64,56,365.0,1,0.033,0
427,4,732.56,702.93,45,119.1,4,0.081,0
428,8,456.09,463.56,99,63.3,1,0.474,1
429,2,883.3,943.24,136,185.4,2,0.005,0
430,9,437.04,373.37,33,28.8,7,0.122,0
431,4,958.22,953.65,36,17.5,1,0.007,0
432,6,973.43,1379.87,61,113.2,5,0.039,0
433,1,316.82,341.41,231,365.0,1,0.07,0
434,8,933.54,1323.28,69,37.6,7,0.013,0
435,5,664.19,667.37,175,60.9,1,0.188,0
436,5,763.34,668.64,150,76.3,5,0.008,0
437,4,488.42,590.36,464,153.1,3,0.038,1
438,3,651.61,816.32,57,195.1,2,0.057,0
439,4,522.84,470.92,18,122.9,4,0.069,0
440,2,581.61,624.01,205,106.9,2,0.204,0
441,3,883.34,872.1,249,107.0,3,0.102,0
442,6,849.87,615.19,4,108.0,6,0.109,0
443,3,823.07,605.29,48,185.6,1,0.141,0
444,3,619.13,593.71,125,49.9,1,0.084,0
445,6,596.45,733.63,61,12.8,6,0.041,0
446,1,452.6,529.56,253,295.5,1,0.133,0
447,4,801.7,654.78,80,113.4,4,0.067,0
448,2,990.5,768.13,69,267.9,2,0.038,0
449,3,918.37,757.89,200,134.9,3,0.143,0
450,3,704.6,569.65,97,92.9,3,0.133,0
451,3,774.0,637.5,86,199.7,2,0.037,0
452,3,737.11,438.49,159,224.1,3,0.065,0
453,3,836.42,427.79,25,127.3,3,0.003,0
454,2,961.32,469.15,126,187.7,2,0.116,0
455,5,614.56,423.98,32,10.8,5,0.165,0
456,4,620.14,764.81,2,29.0,4,0.127,0
457,2,656.93,1130.65,151,79.2,2,0.102,0
458,4,695.07,975.88,66,54.3,1,0.187,0
459,1,809.25,849.52,420,365.0,1,0.06,0
460,2,689.92,582.87,99,116.0,2,0.224,0
461,3,571.99,522.65,1,30.6,2,0.106,0
462,3,573.97,590.09,63,141.9,3,0.011,0
463,3,523.72,740.23,22,103.3,3,0.051,0
464,4,683.95,548.3,84,20.9,4,0.003,0
465,2,855.07,855.58,84,336.6,1,0.004,0
466,3,763.05,777.91,85,146.0,2,0.189,0
467,7,784.51,770.66,32,10.1,7,0.0,0
468,5,537.37,321.48,66,130.7,5,0.021,0
469,5,524.08,495.18,7,108.8,3,0.102,0
470,4,726.76,530.19,63,74.3,4,0.145,0
471,4,886.95,1292.81,112,73.1,4,0.181,0
472,4,826.73,921.13,47,71.5,4,0.014,0
473,5,598.97,732.71,44,68.2,2,0.035,0
474,3,1043.68,858.97,202,69.8,3,0.198,0
475,6,395.54,360.01,61,47.3,6,0.047,0
476,4,704.35,992.01,91,140.6,4,0.235,0
477,4,715.41,861.93,36,135.0,4,0.175,0
478,7,668.63,725.0,47,19.7,5,0.119,0
479,3,778.85,988.15,6,162.8,1,0.146,0
480,5,669.66,932.32,50,60.7,5,0.151,0
481,4,475.69,620.07,166,50.6,4,0.216,1
482,1,686.72,830.86,31,112.5,1,0.014,0
483,4,724.69,890.76,126,43.3,4,0.112,0
484,5,836.73,781.6,42,2.1,3,0.09,0
485,3,912.63,948.35,3,205.0,3,0.155,0
486,3,571.68,649.5,367,160.0,3,0.25,0
487,5,950.83,1011.35,18,138.5,2,0.048,0
488,5,635.78,699.75,36,60.2,4,0.026,0
489,2,623.42,605.82,94,203.5,2,0.065,0
490,5,638.35,289.74,268,132.8,5,0.03,0
491,5,407.31,462.42,78,21.1,5,0.029,0
492,3,636.62,650.38,282,181.6,3,0.216,0
493,2,896.65,919.43,119,150.3,2,0.065,0
494,6,771.6,1111.27,18,9.7,2,0.176,0
495,4,734.13,786.5,63,13.5,4,0.043,0
496,6,752.61,631.45,8,50.2,2,0.17,0
497,4,889.22,1011.56,12,150.4,4,0.07,0
498,2,568.3,578.03,17,358.3,2,0.047,0
499,3,835.58,1022.09,1,116.7,1,0.148,0
500,2,709.98,625.25,23,90.3,2,0.021,0
501,4,582.42,487.49,44,118.0,4,0.002,0
502,4,769.55,686.44,7,48.3,4,0.082,0
503,8,712.57,466.14,0,27.5,7,0.265,0
504,2,578.99,528.31,17,115.6,2,0.232,0
505,4,539.57,711.12,201,58.2,4,0.036,1
506,3,634.77,542.5,89,150.2,3,0.096,0
507,2,623.35,454.18,82,97.5,2,0.259,0
508,3,883.14,789.88,80,187.6,3,0.112,0
509,3,667.86,697.29,97,174.0,2,0.056,0
510,5,644.04,547.94,10,116.0,5,0.033,0
511,5,869.32,881.78,79,113.9,5,0.034,0
512,4,902.45,947.82,105,23.4,4,0.138,0
513,5,575.28,575.48,74,47.6,5,0.129,0
514,5,513.43,504.26,193,123.4,2,0.133,1
515,2,777.28,1051.46,21,26.2,2,0.027,0
516,2,668.89,692.52,183,93.6,2,0.053,0
517,4,618.22,520.43,111,111.9,4,0.068,0
518,4,855.75,984.9,95,155.0,4,0.039,0
519,5,660.91,652.98,79,59.9,3,0.029,0
520,3,987.73,1001.84,15,140.9,1,0.012,0
521,5,707.15,850.48,92,130.3,5,0.222,0
522,5,724.62,919.03,45,120.8,1,0.182,0
523,7,1035.96,799.93,4,18.9,6,0.038,0
524,4,746.45,1005.01,23,139.2,3,0.019,0
525,4,594.06,586.37,60,165.1,3,0.014,0
526,4,546.93,540.6,510,136.3,4,0.005,1
527,4,630.71,503.31,57,100.4,1,0.004,0
528,5,735.4,845.23,14,50.2,5,0.03,0
529,2,836.65,598.75,247,117.7,2,0.001,0
530,5,474.38,525.46,3,86.4,5,0.075,0
531,5,700.47,931.82,12,100.7,5,0.11,0
