customer_id,complaints_last_6_months,support_tickets_last_6_months,rating_last_purchase,NPS_score
807,1,0,5,8
808,0,0,5,8
809,0,0,5,8
810,0,0,4,8
811,0,0,4,7
812,0,0,3,9
813,0,2,5,7
814,0,0,4,8
815,0,0,5,5
816,0,2,3,4
817,0,0,1,5
818,1,0,1,7
819,0,0,5,7
820,0,0,5,4
821,0,0,3,3
822,0,0,2,5
823,0,0,2,0
824,1,0,5,7
825,1,0,4,9
826,0,1,3,3
827,0,0,4,4
828,0,1,5,7
829,1,0,5,6
830,0,0,5,8
831,0,0,2,4
832,0,0,3,3
833,0,0,5,10
834,0,1,4,9
835,1,0,5,8
836,0,0,5,8
837,0,0,4,5
838,0,0,4,3
839,0,0,3,6
840,1,1,4,4
841,0,0,5,4
842,0,0,3,7
843,1,0,5,3
844,1,0,3,8
845,0,0,4,7
846,1,0,5,5
847,0,0,4,3
848,1,1,4,5
849,0,0,1,8
850,0,1,5,6
851,0,0,4,10
852,0,0,5,7
853,0,0,5,7
854,0,0,4,3
855,0,0,5,5
856,1,0,4,8
857,1,0,5,7
858,0,1,5,8
859,0,0,4,9
860,1,0,5,9
861,1,1,4,3
862,0,0,5,5
863,0,1,3,9
864,0,0,4,6
865,0,1,3,7
866,0,0,5,9
867,2,1,4,6
868,0,0,5,9
869,0,0,1,5
870,0,0,4,6
871,0,1,3,7
872,0,0,5,10
873,0,0,4,5
874,0,0,4,4
875,0,0,4,6
876,0,0,4,5
877,0,1,2,8
878,0,0,5,7
879,0,0,4,8
880,0,0,1,6
881,0,0,3,6
882,0,1,3,4
883,0,0,4,4
884,0,0,4,7
885,0,0,5,6
886,0,0,4,7
887,0,1,4,9
888,1,0,3,8
889,0,1,5,8
890,1,0,3,9
891,0,1,4,7
892,0,2,5,10
893,1,0,4,8
894,0,0,3,6
895,0,0,3,2
896,0,0,5,7
897,1,2,3,7
898,0,0,1,5
899,0,0,5,5
900,0,1,3,7
901,0,1,4,8
902,0,0,3,7
903,0,1,2,4
904,0,0,5,8
905,0,0,1,10
906,0,0,5,5
907,0,0,5,9
908,0,0,4,5
909,0,0,3,4
910,0,3,3,6
911,0,1,3,6
912,0,0,3,9
913,0,0,5,7
914,0,0,5,1
915,0,1,3,5
916,0,1,2,1
917,0,2,5,2
918,0,0,4,7
919,0,1,5,4
920,0,4,3,6
921,1,1,4,5
922,1,0,3,2
923,1,1,3,9
924,0,1,4,5
925,0,1,4,9
926,0,0,5,6
927,0,1,2,9
928,0,0,5,6
929,0,0,5,6
930,1,0,1,5
931,0,2,3,9
932,0,1,3,7
933,0,0,4,1
934,0,2,5,8
935,0,1,2,6
936,0,0,5,7
937,0,0,5,6
938,0,0,4,7
939,0,1,4,9
940,0,1,4,6
941,0,0,4,2
942,0,1,5,8
943,0,0,3,5
944,1,0,5,7
945,1,1,5,3
946,0,1,4,7
947,1,0,1,5
948,0,0,4,5
949,0,1,3,5
950,0,2,1,8
951,0,0,5,8
952,0,2,5,5
953,0,1,4,4
954,0,0,5,4
955,0,0,5,6
956,0,0,3,7
957,0,0,5,5
958,1,1,4,1
959,0,0,5,6
960,0,0,2,7
961,0,0,4,7
962,0,0,4,5
963,0,0,1,6
964,0,1,5,3
965,0,1,3,5
966,0,0,5,4
967,0,2,5,8
968,0,1,5,5
969,0,1,4,6
970,0,0,4,4
971,0,1,2,7
972,0,0,5,7
973,0,0,4,4
974,0,0,5,3
975,0,0,4,3
976,0,2,5,6
977,0,0,5,10
978,0,0,4,8
979,0,1,5,6
980,0,1,3,7
981,0,1,4,6
982,0,0,4,10
983,0,1,5,5
984,0,1,4,10
985,0,1,4,8
986,1,0,4,5
987,0,1,5,8
988,0,1,1,7
989,0,1,4,7
990,0,0,4,3
991,0,0,4,8
992,0,0,4,5
993,1,0,5,4
994,0,0,3,8
995,0,0,4,8
996,1,0,5,9
997,0,1,5,9
998,0,0,5,8
999,0,1,5,5
1000,0,1,5,7
1001,0,0,5,6
1002,0,2,5,6
1003,0,0,2,7
1004,0,0,2,8
1005,0,1,4,7
1006,0,0,5,5
1007,0,0,3,9
1008,0,0,3,4
1009,0,3,5,2
1010,0,2,4,2
1011,1,0,4,1
1012,0,0,4,10
1013,0,0,4,5
1014,0,1,3,7
1015,0,0,5,8
1016,0,2,2,9
1017,0,1,3,7
1018,0,0,5,4
1019,0,1,4,5
1020,0,0,4,1
1021,0,2,4,4
1022,0,1,5,4
1023,0,0,2,5
1024,0,0,2,9
1025,1,0,3,7
1026,0,0,5,7
1027,0,1,4,7
1028,0,0,5,2
1029,0,1,5,6
1030,0,1,4,7
1031,0,1,3,9
1032,0,0,5,9
1033,0,0,4,4
1034,0,0,5,4
1035,0,2,3,6
1036,0,0,4,6
1037,0,0,2,8
1038,0,0,3,5
1039,0,0,4,10
1040,0,2,3,7
1041,0,1,3,4
1042,0,0,5,5
1043,0,0,4,7
1044,1,0,3,7
1045,0,1,1,8
1046,0,0,5,6
1047,0,0,4,8
1048,0,1,3,6
1049,0,0,3,3
1050,0,0,3,3
1051,0,0,3,10
1052,1,1,3,2
1053,0,1,2,7
1054,0,0,3,10
1055,0,1,5,6
1056,0,0,2,8
1057,0,0,3,6
1058,0,0,3,9
1059,0,0,3,6
1060,0,0,3,3
1061,0,0,3,5
1062,0,1,3,9
1063,0,1,5,7
1064,2,0,4,5
1065,0,0,5,6
1066,0,0,4,7
1067,0,0,4,1
1068,0,0,4,8
1069,0,0,5,3
1070,0,0,4,9
1071,0,0,3,6
1072,0,1,1,1
1073,0,0,4,7
1074,0,0,4,5
1075,0,0,4,9
1076,0,1,5,6
1077,0,0,4,5
1078,1,0,5,9
1079,0,0,5,6
1080,0,0,2,8
1081,2,2,4,7
1082,0,0,4,7
1083,0,0,5,0
1084,0,0,3,5
1085,0,0,5,6
1086,0,0,4,5
1087,0,3,2,6
1088,0,0,4,9
1089,0,1,5,7
1090,0,0,5,10
1091,0,1,2,7
1092,0,1,4,6
1093,0,1,5,8
1094,0,0,4,9
1095,0,0,4,3
1096,0,0,5,9
1097,0,0,1,5
1098,0,0,3,10
1099,0,0,5,9
1100,0,0,4,7
1101,1,0,5,1
1102,0,0,5,5
1103,0,0,5,5
1104,1,0,4,4
1105,0,0,3,8
1106,0,0,4,9
1107,0,0,3,6
1108,0,1,5,9
1109,0,0,4,6
1110,0,1,2,7
1111,0,1,5,3
1112,2,0,4,6
1113,0,0,4,9
1114,0,0,3,7
1115,0,1,4,7
1116,0,0,3,5
1117,0,1,4,5
1118,0,0,4,2
1119,0,0,5,9
1120,0,0,2,8
1121,0,1,2,10
1122,0,1,4,7
1123,0,1,2,9
1124,0,1,5,6
1125,0,0,5,5
1126,0,0,3,0
1127,0,1,4,3
1128,0,1,4,6
1129,0,0,3,9
1130,1,2,5,3
1131,1,0,5,0
1132,0,1,5,8
1133,0,0,2,9
1134,0,1,3,2
1135,0,0,2,8
1136,0,1,4,7
1137,0,0,4,6
1138,0,1,4,8
1139,0,0,5,2
1140,0,1,4,9
1141,0,0,4,6
1142,0,2,3,0
1143,0,1,5,10
1144,0,1,3,6
1145,1,0,3,5
1146,0,0,3,7
1147,0,1,4,10
1148,1,0,1,2
1149,0,2,3,8
1150,0,0,4,5
1151,0,2,4,4
1152,0,1,3,8
1153,0,0,4,10
1154,2,0,5,8
1155,0,0,5,7
1156,0,0,5,8
1157,1,0,5,4
1158,0,0,5,6
1159,1,0,4,5
1160,0,1,5,7
1161,0,1,5,3
1162,0,2,4,8
1163,0,0,3,6
1164,0,1,4,7
1165,0,0,5,6
1166,0,2,4,4
1167,0,0,3,7
1168,0,0,4,7
1169,0,0,5,9
1170,0,0,3,5
1171,1,0,4,5
1172,0,1,4,7
1173,0,0,4,4
1174,0,0,2,5
1175,0,0,2,4
1176,1,0,3,8
1177,0,0,4,8
1178,0,0,2,7
1179,0,0,4,7
1180,0,0,4,8
1181,0,2,4,8
1182,0,1,4,7
1183,0,1,5,9
1184,0,1,4,9
1185,0,0,5,7
1186,0,0,4,10
1187,0,0,5,7
1188,0,0,2,6
1189,0,1,5,7
1190,0,0,1,7
1191,0,1,5,5
1192,0,0,5,9
1193,0,1,5,4
1194,0,1,3,8
1195,0,0,4,8
1196,0,0,4,10
1197,0,1,3,7
1198,0,1,4,4
1199,0,2,5,9
1200,0,1,4,4
1201,0,1,3,7
1202,1,1,2,3
1203,0,1,3,9
1204,0,0,5,4
1205,0,2,2,7
1206,0,1,4,4
1207,0,2,4,6
1208,0,1,4,6
1209,0,1,2,5
1210,0,1,4,3
1211,0,0,3,7
1212,0,3,5,8
1213,0,0,4,4
1214,0,0,5,9
1215,0,0,2,5
1216,0,0,4,8
1217,0,0,5,8
1218,0,1,4,0
1219,0,2,3,5
1220,0,2,5,7
1221,0,0,2,7
1222,1,1,4,6
1223,1,0,3,5
1224,0,2,3,10
1225,0,1,5,6
1226,0,0,5,6
1227,0,1,5,6
1228,0,0,4,5
1229,0,1,3,6
1230,0,0,4,3
1231,0,0,5,7
1232,0,0,3,2
1233,0,0,5,4
1234,0,0,4,5
1235,0,1,4,9
1236,0,0,4,3
1237,1,0,5,5
1238,0,0,4,10
1239,0,0,5,5
1240,0,0,4,9
1241,0,0,2,9
1242,0,0,4,2
1243,1,0,3,9
1244,0,1,2,6
1245,0,0,3,9
1246,0,0,4,2
1247,0,0,5,2
1248,0,1,3,6
1249,0,1,4,8
1250,0,0,4,2
1251,0,0,4,6
1252,1,2,4,7
1253,0,1,1,6
1254,0,0,5,3
1255,1,0,4,5
1256,0,1,5,5
1257,0,0,2,1
1258,0,1,5,4
1259,1,0,5,8
1260,0,0,4,7
1261,0,0,1,7
1262,1,1,5,4
1263,0,1,5,5
1264,0,0,5,7
1265,0,0,5,4
1266,0,0,5,9
1267,0,1,4,8
1268,1,0,5,1
1269,0,0,4,7
1270,0,2,5,2
1271,1,1,1,0
1272,0,1,3,8
1273,0,1,1,6
1274,0,2,4,6
1275,1,1,5,6
1276,0,0,4,6
1277,0,0,5,5
1278,0,1,4,10
1279,1,1,2,2
1280,0,0,5,7
1281,0,0,4,6
1282,0,0,5,6
1283,0,1,3,3
1284,0,0,5,3
1285,0,1,4,2
1286,1,0,5,3
1287,0,2,3,8
1288,0,0,4,2
1289,0,0,4,4
1290,0,0,5,8
1291,2,0,4,9
1292,0,0,3,1
1293,0,0,4,8
1294,0,0,4,7
1295,1,0,5,4
1296,0,0,4,4
1297,0,1,2,8
1298,0,0,2,6
1299,1,1,4,6
1300,0,0,2,9
1301,0,0,4,8
1302,0,1,3,3
1303,1,1,1,6
1304,0,0,5,2
1305,0,0,5,9
1306,0,1,4,6
1307,0,1,3,3
1308,0,0,3,7
1309,0,0,4,6
1310,0,1,1,5
1311,0,0,4,1
1312,0,3,1,4
1313,0,1,3,9
1314,0,0,3,2
1315,0,0,5,9
1316,0,1,5,7
1317,0,1,5,3
1318,0,0,5,7
1319,0,0,5,4
1320,0,0,2,4
1321,0,0,5,7
1322,1,0,5,10
1323,0,1,3,5
1324,0,0,4,3
1325,0,0,4,9
1326,0,1,3,4
1327,0,2,1,10
1328,1,1,5,6
1329,1,0,4,9
1330,0,0,4,4
1331,0,0,5,8
1332,0,0,5,8
1333,0,0,3,3
1334,0,0,4,5
1335,0,1,4,4
1336,1,0,5,8
1337,0,0,4,8
1338,0,0,4,6
1339,0,1,1,8
1340,0,0,4,9
1341,0,0,4,8
1342,0,2,4,3
1343,0,0,1,8
1344,0,0,1,0
1345,0,0,5,4
1346,0,0,3,5
1347,0,0,5,1
1348,0,1,4,1
1349,0,0,5,2
1350,0,0,1,8
1351,0,0,3,2
1352,0,0,4,6
1353,0,1,2,8
1354,0,0,5,9
1355,0,0,5,8
